18:03:29.885 [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization started
18:03:31.011 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from file [D:\UAP\nbone-framework\nbone\nbone\nbone-web-app\target\classes\spring-mvc-custom.xml]
18:03:31.031 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from file [D:\UAP\nbone-framework\nbone\nbone\nbone-core\target\classes\spring-mvc.xml]
18:03:31.154 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from ServletContext resource [/WEB-INF/spring-mvc.xml]
18:03:31.178 [main] INFO  o.s.b.f.s.DefaultListableBeanFactory - Overriding bean definition for bean 'mvcContentNegotiationManager': replacing [Root bean: class [org.springframework.web.accept.ContentNegotiationManagerFactoryBean]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null] with [Root bean: class [org.springframework.web.accept.ContentNegotiationManagerFactoryBean]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null]
18:03:31.180 [main] INFO  o.s.b.f.s.DefaultListableBeanFactory - Overriding bean definition for bean 'mvcUriComponentsContributor': replacing [Root bean: class [org.springframework.web.servlet.config.AnnotationDrivenBeanDefinitionParser$CompositeUriComponentsContributorFactoryBean]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null] with [Root bean: class [org.springframework.web.servlet.config.AnnotationDrivenBeanDefinitionParser$CompositeUriComponentsContributorFactoryBean]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null]
18:03:31.181 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [configuration/springmvc/springmvc-velocity.xml]
18:03:31.253 [main] INFO  o.n.f.s.support.ComponentFactory - 注入ApplicationContext到SpringContextHolder:WebApplicationContext for namespace 'springmvc-servlet': startup date [Fri Sep 23 18:03:30 CST 2016]; parent: Root WebApplicationContext
18:03:31.327 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/save],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto java.lang.Object org.nbone.web.demo.SampleController.form(org.nbone.test.domain.User,java.util.List<java.lang.Integer>,java.util.List<org.nbone.test.domain.User>)
18:03:31.327 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/test],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto java.lang.String org.nbone.web.demo.SampleController.home(java.util.Map<java.lang.String, java.lang.String>,org.springframework.http.HttpHeaders)
18:03:31.329 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/{id}],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.String org.nbone.web.restful.SampleRestfulController.get(java.lang.String)
18:03:31.329 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object org.nbone.web.restful.SampleRestfulController.save(org.nbone.test.domain.User)
18:03:31.329 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/{id}],methods=[DELETE],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object org.nbone.web.restful.SampleRestfulController.delete(java.lang.String)
18:03:31.329 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/{id}],methods=[PUT],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object org.nbone.web.restful.SampleRestfulController.update(java.lang.String,org.nbone.test.domain.User)
18:03:31.329 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/login],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object org.nbone.web.restful.SampleRestfulController.login(org.nbone.test.domain.User)
18:03:31.520 [main] INFO  o.n.f.s.w.m.a.JsonRequestBodyMethodProcessor - ========================================================================
18:03:31.521 [main] INFO  o.n.f.s.w.m.a.JsonRequestBodyMethodProcessor - nbone JsonRequestBodyMethodProcessor starting ....
18:03:31.521 [main] INFO  o.n.f.s.w.m.a.JsonRequestBodyMethodProcessor - ========================================================================
18:03:31.534 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: WebApplicationContext for namespace 'springmvc-servlet': startup date [Fri Sep 23 18:03:30 CST 2016]; parent: Root WebApplicationContext
18:03:31.551 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: WebApplicationContext for namespace 'springmvc-servlet': startup date [Fri Sep 23 18:03:30 CST 2016]; parent: Root WebApplicationContext
18:03:31.574 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/save],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto java.lang.Object org.nbone.web.demo.SampleController.form(org.nbone.test.domain.User,java.util.List<java.lang.Integer>,java.util.List<org.nbone.test.domain.User>)
18:03:31.574 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/test],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto java.lang.String org.nbone.web.demo.SampleController.home(java.util.Map<java.lang.String, java.lang.String>,org.springframework.http.HttpHeaders)
18:03:31.576 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/{id}],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.String org.nbone.web.restful.SampleRestfulController.get(java.lang.String)
18:03:31.576 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object org.nbone.web.restful.SampleRestfulController.save(org.nbone.test.domain.User)
18:03:31.576 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/{id}],methods=[DELETE],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object org.nbone.web.restful.SampleRestfulController.delete(java.lang.String)
18:03:31.576 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/{id}],methods=[PUT],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object org.nbone.web.restful.SampleRestfulController.update(java.lang.String,org.nbone.test.domain.User)
18:03:31.577 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/login],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object org.nbone.web.restful.SampleRestfulController.login(org.nbone.test.domain.User)
18:03:31.591 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: WebApplicationContext for namespace 'springmvc-servlet': startup date [Fri Sep 23 18:03:30 CST 2016]; parent: Root WebApplicationContext
18:03:31.635 [main] INFO  o.n.f.s.w.s.ViewDispatcherServlet - FrameworkServlet 'springmvc': initialization completed in 772 ms
18:03:42.227 [qtp1774386995-25] WARN  o.s.web.servlet.PageNotFound - No mapping found for HTTP request with URI [/] in DispatcherServlet with name 'springmvc'
18:10:03.782 [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization started
18:10:03.848 [main] INFO  o.s.w.c.s.XmlWebApplicationContext - Refreshing Root WebApplicationContext: startup date [Fri Sep 23 18:10:03 CST 2016]; root of context hierarchy
18:10:03.882 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from file [D:\UAP\nbone-framework\nbone\nbone\nbone-web-app\target\classes\spring-demo.xml]
18:10:04.083 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from file [D:\UAP\nbone-framework\nbone\nbone\nbone-web-app\target\classes\spring-mvc-custom.xml]
18:10:04.106 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from ServletContext resource [/WEB-INF/spring-mvc.xml]
18:10:04.215 [main] INFO  o.n.f.s.support.ComponentFactory - 注入ApplicationContext到SpringContextHolder:Root WebApplicationContext: startup date [Fri Sep 23 18:10:03 CST 2016]; root of context hierarchy
18:10:04.355 [main] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 4.3.2.Final
18:10:04.604 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: Root WebApplicationContext: startup date [Fri Sep 23 18:10:03 CST 2016]; root of context hierarchy
18:10:04.646 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: Root WebApplicationContext: startup date [Fri Sep 23 18:10:03 CST 2016]; root of context hierarchy
18:10:04.682 [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 898 ms
18:10:04.742 [main] INFO  o.n.f.s.w.s.ViewDispatcherServlet - FrameworkServlet 'springmvc': initialization started
18:10:04.745 [main] INFO  o.s.w.c.s.XmlWebApplicationContext - Refreshing WebApplicationContext for namespace 'springmvc-servlet': startup date [Fri Sep 23 18:10:04 CST 2016]; parent: Root WebApplicationContext
18:10:04.889 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from file [D:\UAP\nbone-framework\nbone\nbone\nbone-web-app\target\classes\spring-mvc-custom.xml]
18:10:04.911 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from file [D:\UAP\nbone-framework\nbone\nbone\nbone-core\target\classes\spring-mvc.xml]
18:10:05.007 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from ServletContext resource [/WEB-INF/spring-mvc.xml]
18:10:05.030 [main] INFO  o.s.b.f.s.DefaultListableBeanFactory - Overriding bean definition for bean 'mvcContentNegotiationManager': replacing [Root bean: class [org.springframework.web.accept.ContentNegotiationManagerFactoryBean]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null] with [Root bean: class [org.springframework.web.accept.ContentNegotiationManagerFactoryBean]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null]
18:10:05.032 [main] INFO  o.s.b.f.s.DefaultListableBeanFactory - Overriding bean definition for bean 'mvcUriComponentsContributor': replacing [Root bean: class [org.springframework.web.servlet.config.AnnotationDrivenBeanDefinitionParser$CompositeUriComponentsContributorFactoryBean]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null] with [Root bean: class [org.springframework.web.servlet.config.AnnotationDrivenBeanDefinitionParser$CompositeUriComponentsContributorFactoryBean]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null]
18:10:05.033 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [configuration/springmvc/springmvc-velocity.xml]
18:10:05.104 [main] INFO  o.n.f.s.support.ComponentFactory - 注入ApplicationContext到SpringContextHolder:WebApplicationContext for namespace 'springmvc-servlet': startup date [Fri Sep 23 18:10:04 CST 2016]; parent: Root WebApplicationContext
18:10:05.178 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/save],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto java.lang.Object org.nbone.web.demo.SampleController.form(org.nbone.test.domain.User,java.util.List<java.lang.Integer>,java.util.List<org.nbone.test.domain.User>)
18:10:05.178 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/test],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto java.lang.String org.nbone.web.demo.SampleController.home(java.util.Map<java.lang.String, java.lang.String>,org.springframework.http.HttpHeaders)
18:10:05.181 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/{id}],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.String org.nbone.web.restful.SampleRestfulController.get(java.lang.String)
18:10:05.181 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object org.nbone.web.restful.SampleRestfulController.save(org.nbone.test.domain.User)
18:10:05.182 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/{id}],methods=[DELETE],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object org.nbone.web.restful.SampleRestfulController.delete(java.lang.String)
18:10:05.182 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/{id}],methods=[PUT],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object org.nbone.web.restful.SampleRestfulController.update(java.lang.String,org.nbone.test.domain.User)
18:10:05.182 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/login],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object org.nbone.web.restful.SampleRestfulController.login(org.nbone.test.domain.User)
18:10:05.374 [main] INFO  o.n.f.s.w.m.a.JsonRequestBodyMethodProcessor - ========================================================================
18:10:05.375 [main] INFO  o.n.f.s.w.m.a.JsonRequestBodyMethodProcessor - nbone JsonRequestBodyMethodProcessor starting ....
18:10:05.375 [main] INFO  o.n.f.s.w.m.a.JsonRequestBodyMethodProcessor - ========================================================================
18:10:05.387 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: WebApplicationContext for namespace 'springmvc-servlet': startup date [Fri Sep 23 18:10:04 CST 2016]; parent: Root WebApplicationContext
18:10:05.406 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: WebApplicationContext for namespace 'springmvc-servlet': startup date [Fri Sep 23 18:10:04 CST 2016]; parent: Root WebApplicationContext
18:10:05.431 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/save],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto java.lang.Object org.nbone.web.demo.SampleController.form(org.nbone.test.domain.User,java.util.List<java.lang.Integer>,java.util.List<org.nbone.test.domain.User>)
18:10:05.431 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/test],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto java.lang.String org.nbone.web.demo.SampleController.home(java.util.Map<java.lang.String, java.lang.String>,org.springframework.http.HttpHeaders)
18:10:05.432 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/{id}],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.String org.nbone.web.restful.SampleRestfulController.get(java.lang.String)
18:10:05.433 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object org.nbone.web.restful.SampleRestfulController.save(org.nbone.test.domain.User)
18:10:05.433 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/{id}],methods=[DELETE],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object org.nbone.web.restful.SampleRestfulController.delete(java.lang.String)
18:10:05.433 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/{id}],methods=[PUT],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object org.nbone.web.restful.SampleRestfulController.update(java.lang.String,org.nbone.test.domain.User)
18:10:05.433 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/login],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object org.nbone.web.restful.SampleRestfulController.login(org.nbone.test.domain.User)
18:10:05.446 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: WebApplicationContext for namespace 'springmvc-servlet': startup date [Fri Sep 23 18:10:04 CST 2016]; parent: Root WebApplicationContext
18:10:05.490 [main] INFO  o.n.f.s.w.s.ViewDispatcherServlet - FrameworkServlet 'springmvc': initialization completed in 747 ms
18:16:33.541 [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization started
18:16:33.610 [main] INFO  o.s.w.c.s.XmlWebApplicationContext - Refreshing Root WebApplicationContext: startup date [Fri Sep 23 18:16:33 CST 2016]; root of context hierarchy
18:16:33.646 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from file [D:\UAP\nbone-framework\nbone\nbone\nbone-web-app\target\classes\spring-demo.xml]
18:16:33.878 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from file [D:\UAP\nbone-framework\nbone\nbone\nbone-web-app\target\classes\spring-mvc-custom.xml]
18:16:33.901 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from ServletContext resource [/WEB-INF/spring-mvc.xml]
18:16:34.009 [main] INFO  o.n.f.s.support.ComponentFactory - 注入ApplicationContext到SpringContextHolder:Root WebApplicationContext: startup date [Fri Sep 23 18:16:33 CST 2016]; root of context hierarchy
18:16:34.148 [main] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 4.3.2.Final
18:16:34.397 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: Root WebApplicationContext: startup date [Fri Sep 23 18:16:33 CST 2016]; root of context hierarchy
18:16:34.439 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: Root WebApplicationContext: startup date [Fri Sep 23 18:16:33 CST 2016]; root of context hierarchy
18:16:34.472 [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 929 ms
18:16:34.535 [main] INFO  o.n.f.s.w.s.ViewDispatcherServlet - FrameworkServlet 'springmvc': initialization started
18:16:34.537 [main] INFO  o.s.w.c.s.XmlWebApplicationContext - Refreshing WebApplicationContext for namespace 'springmvc-servlet': startup date [Fri Sep 23 18:16:34 CST 2016]; parent: Root WebApplicationContext
18:16:34.685 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from file [D:\UAP\nbone-framework\nbone\nbone\nbone-web-app\target\classes\spring-mvc-custom.xml]
18:16:34.705 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from file [D:\UAP\nbone-framework\nbone\nbone\nbone-core\target\classes\spring-mvc.xml]
18:16:34.803 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from ServletContext resource [/WEB-INF/spring-mvc.xml]
18:16:34.825 [main] INFO  o.s.b.f.s.DefaultListableBeanFactory - Overriding bean definition for bean 'mvcContentNegotiationManager': replacing [Root bean: class [org.springframework.web.accept.ContentNegotiationManagerFactoryBean]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null] with [Root bean: class [org.springframework.web.accept.ContentNegotiationManagerFactoryBean]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null]
18:16:34.826 [main] INFO  o.s.b.f.s.DefaultListableBeanFactory - Overriding bean definition for bean 'mvcUriComponentsContributor': replacing [Root bean: class [org.springframework.web.servlet.config.AnnotationDrivenBeanDefinitionParser$CompositeUriComponentsContributorFactoryBean]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null] with [Root bean: class [org.springframework.web.servlet.config.AnnotationDrivenBeanDefinitionParser$CompositeUriComponentsContributorFactoryBean]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null]
18:16:34.826 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [configuration/springmvc/springmvc-velocity.xml]
18:16:34.897 [main] INFO  o.n.f.s.support.ComponentFactory - 注入ApplicationContext到SpringContextHolder:WebApplicationContext for namespace 'springmvc-servlet': startup date [Fri Sep 23 18:16:34 CST 2016]; parent: Root WebApplicationContext
18:16:34.966 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/save],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto java.lang.Object org.nbone.web.demo.SampleController.form(org.nbone.test.domain.User,java.util.List<java.lang.Integer>,java.util.List<org.nbone.test.domain.User>)
18:16:34.967 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/test],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto java.lang.String org.nbone.web.demo.SampleController.home(java.util.Map<java.lang.String, java.lang.String>,org.springframework.http.HttpHeaders)
18:16:34.969 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/{id}],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.String org.nbone.web.restful.SampleRestfulController.get(java.lang.String)
18:16:34.969 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object org.nbone.web.restful.SampleRestfulController.save(org.nbone.test.domain.User)
18:16:34.969 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/{id}],methods=[DELETE],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object org.nbone.web.restful.SampleRestfulController.delete(java.lang.String)
18:16:34.969 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/{id}],methods=[PUT],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object org.nbone.web.restful.SampleRestfulController.update(java.lang.String,org.nbone.test.domain.User)
18:16:34.970 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/login],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object org.nbone.web.restful.SampleRestfulController.login(org.nbone.test.domain.User)
18:16:35.159 [main] INFO  o.n.f.s.w.m.a.JsonRequestBodyMethodProcessor - ========================================================================
18:16:35.159 [main] INFO  o.n.f.s.w.m.a.JsonRequestBodyMethodProcessor - nbone JsonRequestBodyMethodProcessor starting ....
18:16:35.159 [main] INFO  o.n.f.s.w.m.a.JsonRequestBodyMethodProcessor - ========================================================================
18:16:35.173 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: WebApplicationContext for namespace 'springmvc-servlet': startup date [Fri Sep 23 18:16:34 CST 2016]; parent: Root WebApplicationContext
18:16:35.190 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: WebApplicationContext for namespace 'springmvc-servlet': startup date [Fri Sep 23 18:16:34 CST 2016]; parent: Root WebApplicationContext
18:16:35.215 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/save],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto java.lang.Object org.nbone.web.demo.SampleController.form(org.nbone.test.domain.User,java.util.List<java.lang.Integer>,java.util.List<org.nbone.test.domain.User>)
18:16:35.215 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/test],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto java.lang.String org.nbone.web.demo.SampleController.home(java.util.Map<java.lang.String, java.lang.String>,org.springframework.http.HttpHeaders)
18:16:35.216 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/{id}],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.String org.nbone.web.restful.SampleRestfulController.get(java.lang.String)
18:16:35.217 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object org.nbone.web.restful.SampleRestfulController.save(org.nbone.test.domain.User)
18:16:35.217 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/{id}],methods=[DELETE],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object org.nbone.web.restful.SampleRestfulController.delete(java.lang.String)
